username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
realDonaldTrFan;2017-09-10 16:05;149;466;"Today at Camp David, we staged some terrific photos of me helping out future #HurricaneIrma victims in the Florida Keys. #SundayMorningpic.twitter.com/WEKSb0Kki1";;;#HurricaneIrma #SundayMorningpic;"906911421761540098";https://twitter.com/realDonaldTrFan/status/906911421761540098
RavenNightMyst;2017-09-10 15:52;240;167;"Adam Housley reports from the midst of #HurricaneIrma in Key Largo, Florida. pic.twitter.com/gU8WHPULNt";;;#HurricaneIrma;"906908346669703168";https://twitter.com/RavenNightMyst/status/906908346669703168
NBCNews;2017-09-10 15:52;1102;953;"WATCH: Video shows water receding in Key Largo, Florida, leaving a boat docked in the sand. (via @caseyscheu)pic.twitter.com/yI1nPrb0Qa";;@caseyscheu;;"906908274221400064";https://twitter.com/NBCNews/status/906908274221400064
pzf;2017-09-10 15:50;65;72;"BREAKING NEWS: OVER 1 MILLION WITHOUT POWER AS HURRICANE IRMA MAKES LANDFALL IN FLORIDA KEYS. pic.twitter.com/XswxIi8IAQ";;;;"906907655578546177";https://twitter.com/pzf/status/906907655578546177
thefloridakeys;2017-09-10 15:49;75;520;"The Florida Keys thanks everyone for their kind thoughts and best wishes during this difficult time.";;;;"906907438963728384";https://twitter.com/thefloridakeys/status/906907438963728384
BBCWorld;2017-09-10 15:45;258;259;"Hurricane Irma: Storm drains bay in Florida Keys http://bbc.in/2vO4qyy";;;;"906906594545414145";https://twitter.com/BBCWorld/status/906906594545414145
cnnbrk;2017-09-10 15:22;242;355;"#HurricaneIrma latest: - Cat. 4, 130 mph winds - Currently in lower Florida Keys - Next: Naples, Fort Myers, Tampa http://cnn.it/2eWtm46 pic.twitter.com/7ChXGdC7dd";;;#HurricaneIrma;"906900638356922368";https://twitter.com/cnnbrk/status/906900638356922368
prayingmedic;2017-09-10 15:22;55;64;"North bound lane of U.S. Route 1 in the Florida Keys as Hurricane #Irma makes landfallpic.twitter.com/kS7CnB6yzv";;;#Irma;"906900626759495680";https://twitter.com/prayingmedic/status/906900626759495680
TryDollarSign;2017-09-10 15:21;25;31;"No you're not dreaming this is indeed Miami downtown #HurrcaneIrma Florida keys pic.twitter.com/oa5myes06s";;;#HurrcaneIrma;"906900417786925056";https://twitter.com/TryDollarSign/status/906900417786925056
NWS;2017-09-10 15:15;195;130;"Check out key messages from NHC. #Irma is bringing dangerous conditions to ALL of Florida including the east coast! #FLWXhttps://twitter.com/NHC_Atlantic/status/906897781914312704 …";;;#Irma #FLWXhttps;"906898870797561856";https://twitter.com/NWS/status/906898870797561856
NWSKeyWest;2017-09-10 15:13;227;140;"Center of Irma has moved just north of Florida Keys. 70-90+mph wind gusts and danger of life-threatening storm surge continues over Keys. pic.twitter.com/Lt4h6Mou9y";;;;"906898489283670016";https://twitter.com/NWSKeyWest/status/906898489283670016
Sprinklermatic;2017-09-10 15:11;28;30;"#Sprinklermatic #HurricaneIrma #Summerlandkey Neighbors house in Summerland Key Florida. The eye of the storm went right over the house. pic.twitter.com/KiSEd3bSK7";;;#Sprinklermatic #HurricaneIrma #Summerlandkey;"906898050064449541";https://twitter.com/Sprinklermatic/status/906898050064449541
LesterHoltNBC;2017-09-10 15:07;65;129;"Hurricane #Irma made landfall on the Florida Keys this morning. Moving toward Florida mainland west coast now. pic.twitter.com/HRF7FXpt1A";;;#Irma;"906896923457617925";https://twitter.com/LesterHoltNBC/status/906896923457617925
metofficestorms;2017-09-10 15:07;189;160;"Hurricane #Irma moving away from Florida Keys and towards southwest Florida with winds of 130 mph pic.twitter.com/XjS9tC5PyB";;;#Irma;"906896798933028864";https://twitter.com/metofficestorms/status/906896798933028864
ericabuist;2017-09-10 15:06;15;36;"Florida Keys sheriff asks people not to shoot at Irma. Imagine a species smart enough to invent guns but dumb enough to shoot at a hurricane";;;;"906896764212469760";https://twitter.com/ericabuist/status/906896764212469760
nascarcasm;2017-09-10 15:01;21;160;"The Florida Keys are paradise on Earth. Key West has a beach JUST for dogs. Let's be ready to help all these folks in #HuricaneIrma's path.pic.twitter.com/WxqtAg6KYx";;;#HuricaneIrma;"906895374220238848";https://twitter.com/nascarcasm/status/906895374220238848
MarkRuffalo;2017-09-10 15:00;59;264;"As Irma hits the Florida Keys, it makes U.S. history – ThinkProgress@ScottPruittOK https://thinkprogress.org/irma-makes-history-category-4-eb6acc9e288c/amp/ …";;@ScottPruittOK;;"906895126689193986";https://twitter.com/MarkRuffalo/status/906895126689193986
ABC;2017-09-10 14:58;7378;8026;"Eerie scene in Key Largo, Florida as ocean recedes amid Hurricane #Irma, leaving boat sitting on dry land http://abcn.ws/2xojp6L pic.twitter.com/Gkmp3mad09";;;#Irma;"906894718407139328";https://twitter.com/ABC/status/906894718407139328
DonaldJOrwell;2017-09-10 14:50;312;465;"ABC: Irma Landfall at Cudjoe Key CBS: Downtown Miami Underwater CNN: Category 4 Hits Florida Fox News: Hillary's Emails – What We Know Now";;;;"906892528573706242";https://twitter.com/DonaldJOrwell/status/906892528573706242
DavidMuir;2017-09-10 14:49;45;60;"NEW Satellite image from NOAA of #Irma making landfall in the Florida Keys: https://twitter.com/noaasatellites/status/906887224435855360 …";;;#Irma;"906892505081421825";https://twitter.com/DavidMuir/status/906892505081421825
JessBlaylock;2017-09-10 14:47;127;660;"The footage from the Keys & Miami Beach is terrifying. Sending all of my love to those back in South Florida & all impacted areas.";;;;"906891826828890112";https://twitter.com/JessBlaylock/status/906891826828890112
Slate;2017-09-10 14:38;17;19;"Packing 130mph winds, massive Hurricane Irma makes landfall in Florida Keys. http://slate.me/2vO9K5i pic.twitter.com/L2lI2xyXoZ";;;;"906889565511852033";https://twitter.com/Slate/status/906889565511852033
ABC;2017-09-10 14:34;249;209;"Satellite imagery shows #Irma making landfall in lower Florida Keys as category 4 hurricane http://abcn.ws/2fcg8wW pic.twitter.com/506bvQpeEI";;;#Irma;"906888640059539457";https://twitter.com/ABC/status/906888640059539457
NBCNightlyNews;2017-09-10 14:31;55;48;"WATCH: NOAA satellite loop shows Hurricane #Irma making landfall on the Florida Keys this morning. http://nbcnews.to/2eV7FBr pic.twitter.com/D8R6jRJW8p";;;#Irma;"906887792680206336";https://twitter.com/NBCNightlyNews/status/906887792680206336
NASA_SPoRT;2017-09-10 14:19;1664;2040;"The center of Hurricane #Irma has exited the Keys and is now taking aim on the Florida peninsula. #GOES16pic.twitter.com/UNZ0gbcx4Z";;;#Irma #GOES16pic;"906884939597086720";https://twitter.com/NASA_SPoRT/status/906884939597086720
GMA;2017-09-10 14:17;165;126;"New photos in to @GMA from Marathon, Florida show what many have feared - the Florida Keys totally under water: http://abcn.ws/2jdQ9cK pic.twitter.com/Nr0WISCjo2";;@GMA;;"906884339501121537";https://twitter.com/GMA/status/906884339501121537
nytimes;2017-09-10 14:17;150;171;"Hurricane Irma made landfall in the Florida Keys. The storm is now expected to move up Florida's west coast. http://nyti.ms/2wTP0KO";;;;"906884293624041472";https://twitter.com/nytimes/status/906884293624041472
AynRandPaulRyan;2017-09-10 14:13;810;768;"Current situation, #MarathonFL pic.twitter.com/AfBXHPeeH8 #HurrcaneIrma #SundayMorning Florida Keys Lower Keys";;;#MarathonFL #HurrcaneIrma #SundayMorning;"906883447196549121";https://twitter.com/AynRandPaulRyan/status/906883447196549121
ABC;2017-09-10 14:11;149;124;"LATEST on #Irma: http://abcn.ws/2xojp6L -Eye starting to move away from lower Florida Keys -Max winds of 130 mph -Moving NNW at 8 mph pic.twitter.com/N6lOLl1nE8";;;#Irma;"906882877861720064";https://twitter.com/ABC/status/906882877861720064
BuzzFeedStorm;2017-09-10 14:10;27;78;"NHC: Irma's eye is "beginning to move away from the lower Florida Keys." Gusts up to 89 mph reported http://www.nhc.noaa.gov/text/refresh/MIATCUAT1+shtml/101358.shtml …pic.twitter.com/ckfHPAqSvr";;;;"906882523124432897";https://twitter.com/BuzzFeedStorm/status/906882523124432897
GMA;2017-09-10 14:07;669;948;"WATCH: Incredible video of a storm chaser clocking winds in the Florida Keys at over 100mph: http://abcn.ws/2jdQ9cK pic.twitter.com/f55DlSGdtz";;;;"906881710641504256";https://twitter.com/GMA/status/906881710641504256
ABC;2017-09-10 14:06;533;529;"WATCH LIVE on @Twitter: #Irma has made landfall in Florida Keys. Continuing coverage: http://abcn.ws/2wipgWf https://www.pscp.tv/ABC/1OwGWoOkBXAGQ …";;@Twitter;#Irma;"906881589967286273";https://twitter.com/ABC/status/906881589967286273
TODAYshow;2017-09-10 14:06;83;150;"Gas station awnings fly off during @GadiNBC's live report from the Florida Keys #Irmahttp://snpy.tv/2xesKgE";;@GadiNBC;#Irmahttp;"906881488494379008";https://twitter.com/TODAYshow/status/906881488494379008
NHC_Atlantic;2017-09-10 14:02;373;258;"10am Update on Hurricane #Irma - Eye of Hurricane #Irma beginning to move away from lower Florida Keys. http://www.nhc.noaa.gov/text/refresh/MIATCUAT1+shtml/101358.shtml …";;;#Irma #Irma;"906880556234932226";https://twitter.com/NHC_Atlantic/status/906880556234932226
TheRealKLawson;2017-09-10 14:02;613;822;"This guy checking the wind measurements as #HurricaneIrma hits Florida Keys. Bro get to shelter! pic.twitter.com/cwHDSwLMeE";;;#HurricaneIrma;"906880506981208064";https://twitter.com/TheRealKLawson/status/906880506981208064
washingtonpost;2017-09-10 14:01;63;80;""Deaths Laid to Act of God": The devastating 1935 hurricane that surprised the Florida Keys http://wapo.st/2xoq7tM";;;;"906880202088775680";https://twitter.com/washingtonpost/status/906880202088775680
EricBlake12;2017-09-10 13:56;435;424;"The landfall of #Irma on Cudjoe Key- 1st category 4 landfall in the Florida Keys since Donna 1960 (also on Sep 10!) pic.twitter.com/c13MVwWGsG";;;#Irma;"906879160332808192";https://twitter.com/EricBlake12/status/906879160332808192
MarenMorris;2017-09-10 13:53;108;1376;"Feeling sick at the Irma footage. I remember walking the entire island of Key West a few months ago & it's so beautiful. Florida, my .";;;;"906878393593065472";https://twitter.com/MarenMorris/status/906878393593065472
NOAASatellites;2017-09-10 13:53;72;74;"NOAA's National Hurricane Center reported that the center of #Irma made landfall at Cudjoe Key in the lower Florida Keys at 9:10 am EDT.";;;#Irma;"906878306280251392";https://twitter.com/NOAASatellites/status/906878306280251392
BreezyWeekes;2017-09-10 13:53;163;1324;"Sending my love to those affected by the hurricanes. I know 1st hand what's it like, lived through one on the Florida Keys when I was a kid";;;;"906878212172427265";https://twitter.com/BreezyWeekes/status/906878212172427265
kionnemcghee;2017-09-10 13:52;386;318;"From client at Marathon High School in the Florida Keys pic.twitter.com/D0GNBT75yG";;;;"906878126113923072";https://twitter.com/kionnemcghee/status/906878126113923072
NBCNightlyNews;2017-09-10 13:50;75;63;"UPDATE: Hurricane #Irma has made landfall at Cudjoe Key in the lower Florida Keys, NHC says. http://nbcnews.to/2eV7FBr pic.twitter.com/Ibp0Q8tCrT";;;#Irma;"906877555696947200";https://twitter.com/NBCNightlyNews/status/906877555696947200
cnnbrk;2017-09-10 13:49;465;661;"First responder in the Florida Keys as #HurricaneIrma comes onshore: "It's the worst storm I've been through"http://cnn.it/2eXzRDI";;;#HurricaneIrma;"906877186338062338";https://twitter.com/cnnbrk/status/906877186338062338
ABC;2017-09-10 13:46;689;631;"NASA imagery shows Hurricane #Irma making landfall in the Florida Keys http://abcn.ws/2gU6vXd pic.twitter.com/dG2p0sAEWf";;;#Irma;"906876445116350465";https://twitter.com/ABC/status/906876445116350465
SirJadeja;2017-09-10 13:40;327;781;"US Man(Juston Drake) Measures Speed(117 MPH) As Hurricane Irma Hits Florida Keys. #HurricaneIrma #Hurricane #Florida pic.twitter.com/PKEyfYOMGQ";;;#HurricaneIrma #Hurricane #Florida;"906875120400007169";https://twitter.com/SirJadeja/status/906875120400007169
weatherchannel;2017-09-10 13:35;255;476;""Pray for Us" – Hurricane #Irma Hammers Florida Keys; Hundreds of Thousands Lose Power http://wxch.nl/2gW7mXH";;;#Irma;"906873860565245953";https://twitter.com/weatherchannel/status/906873860565245953
NASA_SPoRT;2017-09-10 13:34;2397;3517;"One hour of 30-second #GOES16 vis imagery as Hurricane #Irma made landfall in the Florida Keys as a cat 4 with sustained winds of 130 MPH. pic.twitter.com/SWIMtbIqAP";;;#GOES16 #Irma;"906873489365377025";https://twitter.com/NASA_SPoRT/status/906873489365377025
joshdcaplan;2017-09-10 13:32;241;199;"NBC NEWS: North bound lane of U.S. Route 1 in Florida Keys is impassable as Hurricane #Irma makes landfallpic.twitter.com/XZnj8gHVlJ";;;#Irma;"906873041111658496";https://twitter.com/joshdcaplan/status/906873041111658496
TwitterMoments;2017-09-10 13:31;88;215;"Hurricane Irma, a Category 4 storm, has made landfall on Cudjoe Key in lower Florida Keys. https://twitter.com/i/moments/906476411288014848 …";;;;"906872773049450497";https://twitter.com/TwitterMoments/status/906872773049450497
JointCyclone;2017-09-10 13:30;394;561;"He was checking the wind measurements out of the eyewall as #HurricaneIrma ravaged down in Florida Keys. pic.twitter.com/ek52kTu2Yg";;;#HurricaneIrma;"906872403783012352";https://twitter.com/JointCyclone/status/906872403783012352
weathernetwork;2017-09-10 13:29;168;144;"THIS is why officials and forecasters urging people to stay away from coastal areas! #Irma in Florida Keys now: http://ow.ly/6KUv30f2Ler pic.twitter.com/2QSQ4BlGsF";;;#Irma;"906872307066564610";https://twitter.com/weathernetwork/status/906872307066564610
FoxNews;2017-09-10 13:29;247;337;"BREAKING NEWS: Hurricane Irma makes landfall in Florida Keys as Category 4 hurricane. http://www.foxnews.com/us/2017/09/10/hurricane-irma-makes-landfall-in-florida-keys-as-category-4-storm-takes-aim-at-states-west-coast.html …";;;;"906872140103913472";https://twitter.com/FoxNews/status/906872140103913472
ABCPolitics;2017-09-10 13:28;149;324;"NOAA satellite captures Hurricane #Irma’s eye over the Florida Keys at about 9 a.m. ET. http://abcn.ws/2gTQeBC pic.twitter.com/AKD9cVbbuM";;;#Irma;"906872131581091840";https://twitter.com/ABCPolitics/status/906872131581091840
SirJadeja;2017-09-10 13:26;69;210;"Hurricane Irma Hits Florida Keys With 130 MPH Winds. Stay Safe People. Prayers. #HurricaneIrma #Hurricane #Florida pic.twitter.com/ZJ99fYwC3g";;;#HurricaneIrma #Hurricane #Florida;"906871472508911616";https://twitter.com/SirJadeja/status/906871472508911616
Corrynmb;2017-09-10 13:25;94;176;"Hurricane Irma is indeed a massive storm- it's hitting the Florida Keys right now & slamming us in North Florida simultaneously!! #Irma";;;#Irma;"906871168346595328";https://twitter.com/Corrynmb/status/906871168346595328
greenpeaceusa;2017-09-10 13:24;92;196;"Our thoughts are with the people of Florida Keys and everyone else in the path of #HurricaneIrma.https://twitter.com/cnni/status/906869085350371328 …";;;#HurricaneIrma;"906871026696499200";https://twitter.com/greenpeaceusa/status/906871026696499200
AP;2017-09-10 13:24;1166;1317;"BREAKING: Hurricane Irma makes landfall on Cudjoe Key in lower Florida Keys with top sustained winds of 130 mph.";;;;"906870885025566725";https://twitter.com/AP/status/906870885025566725
weatherchannel;2017-09-10 13:23;685;727;"BREAKING: Hurricane #Irma has made its first landfall at 9:10 a.m. near Cudjoe Key, Florida: http://wxch.nl/2wQJqeB pic.twitter.com/z4Y0f2yYNb";;;#Irma;"906870732856074242";https://twitter.com/weatherchannel/status/906870732856074242
NHC_Atlantic;2017-09-10 13:23;829;559;"Hurricane #Irma makes landfall at Cudjoe Key in the lower Florida Keys. http://www.nhc.noaa.gov/text/refresh/MIATCUAT1+shtml/101319.shtml …?";;;#Irma;"906870706264297472";https://twitter.com/NHC_Atlantic/status/906870706264297472
NOAASatellites;2017-09-10 13:20;545;738;"#GOES16 captured this geocolor image of #Irma's eye over the Florida Keys at approx. 9:00 am EDT. Latest info @http://www.nhc.noaa.gov .pic.twitter.com/ubTAS23nmQ";;@http;#GOES16 #Irma;"906870116159291397";https://twitter.com/NOAASatellites/status/906870116159291397
cnni;2017-09-10 13:16;131;94;"The eye of Hurricane Irma is over the lower Florida Keys as an extremely dangerous Category 4 hurricane http://cnn.it/2vXPQZD pic.twitter.com/IVZC71I6yk";;;;"906869085350371328";https://twitter.com/cnni/status/906869085350371328
weatherchannel;2017-09-10 13:13;265;244;"Breaking: First 100+ mph gust measured in Florida from #Irma. 106 mph gust measured on Big Pine Key, between Key West and Marathon. pic.twitter.com/QVMy5tF97F";;;#Irma;"906868303179563009";https://twitter.com/weatherchannel/status/906868303179563009
MiamiHerald;2017-09-10 13:11;401;205;"From inside the Florida Keys: ‘Everything is under water. I mean everything’. http://hrld.us/2gUHGGT pic.twitter.com/wpyR1TKCmm";;;;"906867648268521473";https://twitter.com/MiamiHerald/status/906867648268521473
Ginger_Zee;2017-09-10 13:08;30;62;"HURRICANE #IRMA:Cat 4: Winds:130 Moving:NNW 8MPH Lower Florida Keys in Eye;106MPH Gust In National Key Deer; I'm on @ThisWeekABCpic.twitter.com/qPT3BH0tPd";;@ThisWeekABCpic;#IRMA;"906866872657829888";https://twitter.com/Ginger_Zee/status/906866872657829888
NPR;2017-09-10 13:05;127;126;"BREAKING: The eye of Hurricane Irma has reached the Lower Florida Keys. http://www.npr.org/sections/thetwo-way/2017/09/10/549852003/hurricane-irma-begins-to-pummel-florida-keys-as-it-moves-toward-the-mainland?utm_source=twitter.com&utm_medium=social&utm_campaign=npr&utm_term=nprnews&utm_content=20170910 …";;;;"906866135919939584";https://twitter.com/NPR/status/906866135919939584
NHC_Atlantic;2017-09-10 13:02;400;233;"...LOWER FLORIDA KEYS IN THE EYE OF #IRMA - Centered at 9 a.m. about 20 mi east of Key West. http://hurricanes.gov @NWS @NOAA";;@NWS @NOAA;#IRMA;"906865525204144128";https://twitter.com/NHC_Atlantic/status/906865525204144128
OfficialJoelF;2017-09-10 13:01;93;174;"#BREAKING: Hurricane Irma has made landfall in the lower Florida Keys with 130 MPH winds.";;;#BREAKING;"906865207808585728";https://twitter.com/OfficialJoelF/status/906865207808585728
